qualified_name,type,category,file_path,line_start,line_end,description,inputs,outputs,raises,dependencies,side_effects,idempotency,async,stability,tests,notes
spend_intel_engine.scoring.daily_scorer:_compute_daily_contributions_vectorized,function,Core,spend_intel_engine/scoring/daily_scorer.py,174,251,Vectorized computation of daily score contributions.,events_df:pd.DataFrame (required); n_days:int (required); purchase_type:str (required); cfg:ShoppingCfg (required),"return: Tuple[np.ndarray, Dict[str, np.ndarray], np.ndarray, np.ndarray, np.ndarray]; side_effects: network",none,BASE_AMPLITUDE.get; RISK_MULTIPLIER.get; amplitude.copy; contribution_matrix.sum; events_df['aspect_key'].to_numpy; events_df['aspect_weight'].to_numpy; events_df['base_amplitude'].to_numpy; events_df['end_index'].to_numpy; events_df['event_weight'].to_numpy; events_df['exact_index'].to_numpy; events_df['has_outer_planet'].to_numpy; events_df['implication'].to_numpy; events_df['is_hard_aspect'].to_numpy; events_df['is_major'].to_numpy; events_df['is_mapped'].to_numpy; events_df['polarity'].to_numpy; events_df['span_length'].to_numpy; events_df['start_index'].to_numpy; is_major & active_mask.sum; is_mapped & active_mask.sum,network,non-idempotent,false,stable,not found,
spend_intel_engine.scoring.daily_scorer:score_daily_shopping,function,Core,spend_intel_engine/scoring/daily_scorer.py,255,263,Implements `score_daily_shopping`.,life_events:List[Any] (required); start_date:date (required); n_days:int (required); profile:SpendProfile (required); rule_maps:RuleMaps (required); cfg:ShoppingCfg (required); return_metrics:Literal[False]=False (optional),return: List[DailyScore],none,none,none,unknown,false,stable,found,
spend_intel_engine.scoring.daily_scorer:score_daily_shopping,function,Core,spend_intel_engine/scoring/daily_scorer.py,267,275,Implements `score_daily_shopping`.,life_events:List[Any] (required); start_date:date (required); n_days:int (required); profile:SpendProfile (required); rule_maps:RuleMaps (required); cfg:ShoppingCfg (required); return_metrics:Literal[True] (required),"return: Tuple[List[DailyScore], Dict[str, Any]]",none,none,none,unknown,false,stable,found,
spend_intel_engine.scoring.daily_scorer:score_daily_shopping,function,Core,spend_intel_engine/scoring/daily_scorer.py,278,445,Score daily shopping climate with purchase_type awareness.,life_events:List[Any] (required); start_date:date (required); n_days:int (required); profile:SpendProfile (required); rule_maps:RuleMaps (required); cfg:ShoppingCfg (required); return_metrics:bool=False (optional),"return: List[DailyScore] | Tuple[List[DailyScore], Dict[str, Any]]; side_effects: network",none,DailyScore; Driver; _add_moon_phases; _add_moon_triggers; _build_note; _compute_daily_contributions_vectorized; _preprocess_events; abs; clamp; daily_drivers[day_idx].append; daterange_inclusive; enumerate; events_df['is_mapped'].sum; float; int; len; max; min; np.abs; np.argpartition,network,non-idempotent,false,risky,found,Risk: large function >80 LOC
spend_intel_engine.scoring.daily_scorer:_add_moon_triggers,function,Core,spend_intel_engine/scoring/daily_scorer.py,448,483,Add moon trigger contributions (modifies arrays in-place).,start_date:date (required); end_date:date (required); events_df:pd.DataFrame (required); rule_maps:RuleMaps (required); cfg:ShoppingCfg (required); daily_deltas:np.ndarray (required); daily_drivers:List[List[Driver]] (required); mapped_count:np.ndarray (required),return: None; side_effects: network,none,Driver; _numeric_proximity; daily_drivers[day_idx].append; int; len; moon_events.iterrows; range; rule_maps.moon_spending_implications.get; symmetric_keys,network,non-idempotent,false,needs refactor,not found,Refactor: excessive parameters
spend_intel_engine.scoring.daily_scorer:_add_moon_phases,function,Core,spend_intel_engine/scoring/daily_scorer.py,486,518,Add moon phase contributions (modifies arrays in-place).,start_date:date (required); end_date:date (required); cfg:ShoppingCfg (required); rule_maps:RuleMaps (required); daily_deltas:np.ndarray (required); daily_drivers:List[List[Driver]] (required); mapped_count:np.ndarray (required),return: None; side_effects: network,none,Driver; cfg.moon_phase_by_date.items; daily_drivers[day_idx].append; len; parse_iso_date; rule_maps.transit_daily_implications.get; str; str(phase).upper,network,non-idempotent,false,stable,not found,
spend_intel_engine.scoring.spend_profile_scorer:_get_attr,function,Core,spend_intel_engine/scoring/spend_profile_scorer.py,65,66,Implements `_get_attr`.,obj:Any (required); key:str (required); default:Any=None (optional),return: Any,none,getattr,none,unknown,false,stable,not found,
spend_intel_engine.scoring.spend_profile_scorer:_planet_map,function,Core,spend_intel_engine/scoring/spend_profile_scorer.py,69,75,Implements `_planet_map`.,natal_chart_data:Any (required),"return: Dict[str, Any]",none,"_get_attr; str; str(_get_attr(p, 'planetName', '')).upper",none,unknown,false,stable,not found,
spend_intel_engine.scoring.spend_profile_scorer:_build_aspect_count,function,Core,spend_intel_engine/scoring/spend_profile_scorer.py,78,87,Implements `_build_aspect_count`.,natal_aspects:List[Any] (required),"return: Dict[str, int]",none,Counter; _get_attr; dict; normalize_aspect_code; normalized.split,none,unknown,false,stable,not found,
spend_intel_engine.scoring.spend_profile_scorer:_angular_bonus,function,Core,spend_intel_engine/scoring/spend_profile_scorer.py,90,95,Implements `_angular_bonus`.,house_number:Optional[int] (required),return: float,none,none,none,unknown,false,stable,not found,
spend_intel_engine.scoring.spend_profile_scorer:_venus_condition_score,function,Core,spend_intel_engine/scoring/spend_profile_scorer.py,98,105,Implements `_venus_condition_score`.,"planet_map:Dict[str, Any] (required)",return: float; side_effects: network,none,"VENUS_DIGNITY.get; _angular_bonus; _get_attr; clamp; int; planet_map.get; str; str(_get_attr(venus, 'planetSign', '')).upper",network,non-idempotent,false,stable,not found,
spend_intel_engine.scoring.spend_profile_scorer:_prominence_score,function,Core,spend_intel_engine/scoring/spend_profile_scorer.py,108,115,Implements `_prominence_score`.,planet:Any (required); asc_aspects_count:int=0 (optional),return: float,none,_angular_bonus; _get_attr; clamp; int,none,unknown,false,stable,not found,
spend_intel_engine.scoring.spend_profile_scorer:_house_sign_by_number,function,Core,spend_intel_engine/scoring/spend_profile_scorer.py,118,124,Implements `_house_sign_by_number`.,"planet_map:Dict[str, Any] (required); target_house:int (required)",return: Optional[str],none,"_get_attr; int; planet_map.values; str; str(_get_attr(planet, 'houseSign', '')).upper",none,unknown,false,stable,not found,
spend_intel_engine.scoring.spend_profile_scorer:_chart_hash_from_planets,function,Core,spend_intel_engine/scoring/spend_profile_scorer.py,127,134,Implements `_chart_hash_from_planets`.,"planet_map:Dict[str, Any] (required)",return: str,none,'|'.join; '|'.join(parts).encode; _get_attr; hashlib.sha256; hashlib.sha256('|'.join(parts).encode('utf-8')).hexdigest; parts.append; planet_map.keys; sorted,none,unknown,false,stable,not found,
spend_intel_engine.scoring.spend_profile_scorer:_ruler_stability_score,function,Core,spend_intel_engine/scoring/spend_profile_scorer.py,137,152,Implements `_ruler_stability_score`.,"house_sign:Optional[str] (required); planet_map:Dict[str, Any] (required); aspect_counts:Dict[str, int] (required)",return: float; side_effects: network,none,SIGN_RULER.get; _angular_bonus; _get_attr; aspect_counts.get; clamp; int; min; planet_map.get,network,non-idempotent,false,stable,not found,
spend_intel_engine.scoring.spend_profile_scorer:_compute_structure_signals,function,Core,spend_intel_engine/scoring/spend_profile_scorer.py,155,177,Implements `_compute_structure_signals`.,natal_chart_data:Any (required); natal_aspects:List[Any] (required); rule_maps:RuleMaps (required),"return: NatalStructureSignals; side_effects: filesystem, network",none,NatalStructureSignals; _build_aspect_count; _chart_hash_from_planets; _house_sign_by_number; _planet_map; _prominence_score; _ruler_stability_score; _venus_condition_score; cached_natal_structure_features; json.dumps; planet_map.get,"filesystem, network",non-idempotent,false,stable,not found,
spend_intel_engine.scoring.spend_profile_scorer:_category_from_score,function,Core,spend_intel_engine/scoring/spend_profile_scorer.py,180,189,Implements `_category_from_score`.,score:int (required),return: str,none,none,none,unknown,false,stable,not found,
spend_intel_engine.scoring.spend_profile_scorer:score_spend_profile,function,Core,spend_intel_engine/scoring/spend_profile_scorer.py,192,264,Implements `score_spend_profile`.,natal_chart_data:Any (required); natal_aspects:List[Any] (required); rule_maps:RuleMaps (required); cfg:ShoppingCfg (required),return: SpendProfile; side_effects: network,none,' '.join; Driver; SpendProfile; _category_from_score; _compute_structure_signals; _get_attr; abs; cfg.aspect_type_weights.get; cfg.structure_feature_weights.get; direct.split; drivers.append; float; frozenset; implied_aspects.get; normalize_aspect_code; sorted; structure.implications.get; structure.values.items; symmetric_keys; to_int_score,network,non-idempotent,false,stable,found,
spend_intel_engine.shopping_engine:_as_schema_payload,function,Core,spend_intel_engine/shopping_engine.py,29,30,Implements `_as_schema_payload`.,payload:BirthPayload (required),return: SchemaBirthPayload,none,SchemaBirthPayload; asdict,none,unknown,false,stable,not found,
spend_intel_engine.shopping_engine:_logger,function,Core,spend_intel_engine/shopping_engine.py,33,40,Implements `_logger`.,cfg:ShoppingCfg (required); run_id:str (required),return: logging.LoggerAdapter; side_effects: logging,none,handler.setFormatter; logger.addHandler; logger.setLevel; logging.Formatter; logging.LoggerAdapter; logging.StreamHandler; logging.getLogger,logging,idempotent,false,stable,not found,
spend_intel_engine.shopping_engine:compute_shopping_insights,function,Core,spend_intel_engine/shopping_engine.py,43,123,Implements `compute_shopping_insights`.,payload:BirthPayload (required); start_date:date (required); n_days:int (required); cfg:ShoppingCfg (required); purchase_type:str='big_ticket' (optional),"return: ShoppingInsights; side_effects: db, logging, network",none,ScoringContext; ShoppingInsights; _as_schema_payload; _logger; calculate_natal_chart_data; compute_life_events; compute_metrics; compute_natal_natal_aspects; compute_user_hash; len; load_rule_maps; log_shopping_run; logger.info; metrics_data.get; replace; score_daily_shopping; score_spend_profile; start_date.isoformat; str; uuid.uuid4,"db, logging, network",non-idempotent,false,risky,not found,Risk: large function >80 LOC
spend_intel_engine.tests.test_aspect_normalization:test_aspect_normalization_variants,function,Tools,spend_intel_engine/tests/test_aspect_normalization.py,4,8,Implements `test_aspect_normalization_variants`.,none,return: unknown,none,normalize_aspect_code,none,unknown,false,stable,found,
spend_intel_engine.tests.test_aspect_normalization:test_symmetric_keys_match_reverse,function,Tools,spend_intel_engine/tests/test_aspect_normalization.py,11,14,Implements `test_symmetric_keys_match_reverse`.,none,return: unknown,none,symmetric_keys,none,unknown,false,stable,found,
spend_intel_engine.tests.test_cache:test_compute_chart_hash,function,Tools,spend_intel_engine/tests/test_cache.py,9,22,Test chart hash computation.,none,return: unknown,none,compute_chart_hash; len,none,unknown,false,stable,found,
spend_intel_engine.tests.test_cache:test_compute_user_hash,function,Tools,spend_intel_engine/tests/test_cache.py,25,38,Test user hash computation for logging.,none,return: unknown; side_effects: logging,none,compute_user_hash; len,logging,idempotent,false,stable,found,
spend_intel_engine.tests.test_cache:test_chart_hash_sensitivity,function,Tools,spend_intel_engine/tests/test_cache.py,41,55,Test that chart hash is sensitive to coordinate changes.,none,return: unknown,none,compute_chart_hash,none,unknown,false,stable,found,
spend_intel_engine.tests.test_daily_scoring:test_date_range_scoring_peaks_at_exact_date,function,Tools,spend_intel_engine/tests/test_daily_scoring.py,8,40,Implements `test_date_range_scoring_peaks_at_exact_date`.,none,return: unknown,none,RuleMaps; SampleLifeEvent; ShoppingCfg; SpendProfile; date; item.date.isoformat; score_daily_shopping,none,unknown,false,stable,found,
spend_intel_engine.tests.test_daily_scoring:test_symmetric_mapping_applies_for_transit_implication,function,Tools,spend_intel_engine/tests/test_daily_scoring.py,43,73,Implements `test_symmetric_mapping_applies_for_transit_implication`.,none,return: unknown,none,RuleMaps; SampleLifeEvent; ShoppingCfg; SpendProfile; date; score_daily_shopping,none,unknown,false,stable,found,
spend_intel_engine.tests.test_fixtures:sample_natal_chart,function,Tools,spend_intel_engine/tests/test_fixtures.py,39,50,Implements `sample_natal_chart`.,none,return: SampleNatalChart,none,SampleNatalChart; SamplePlanet,none,unknown,false,stable,found,
spend_intel_engine.tests.test_fixtures:sample_natal_aspects,function,Tools,spend_intel_engine/tests/test_fixtures.py,53,59,Implements `sample_natal_aspects`.,none,return: List[SampleAspect],none,SampleAspect,none,unknown,false,stable,found,
spend_intel_engine.tests.test_fixtures:sample_life_events,function,Tools,spend_intel_engine/tests/test_fixtures.py,62,82,Implements `sample_life_events`.,none,return: List[SampleLifeEvent],none,SampleLifeEvent,none,unknown,false,stable,found,
spend_intel_engine.tests.test_ops:MockLifeEvent.__init__,method,Tools,spend_intel_engine/tests/test_ops.py,14,15,Implements `MockLifeEvent.__init__`.,nature:Any='Positive' (optional),return: unknown,none,none,none,unknown,false,stable,found,
spend_intel_engine.tests.test_ops:test_detect_ruleset_shift_mean,function,Tools,spend_intel_engine/tests/test_ops.py,18,28,Test drift detection based on mean shift.,none,return: unknown,none,detect_ruleset_shift,none,unknown,false,stable,found,
spend_intel_engine.tests.test_ops:test_detect_ruleset_shift_std,function,Tools,spend_intel_engine/tests/test_ops.py,31,41,Test drift detection based on std dev change.,none,return: unknown,none,detect_ruleset_shift,none,unknown,false,stable,found,
spend_intel_engine.tests.test_ops:test_detect_ruleset_shift_both,function,Tools,spend_intel_engine/tests/test_ops.py,44,49,Test drift detection with both changes.,none,return: unknown,none,detect_ruleset_shift,none,unknown,false,stable,found,
spend_intel_engine.tests.test_ops:test_compute_metrics_empty,function,Tools,spend_intel_engine/tests/test_ops.py,52,69,Test metrics computation with empty data.,none,return: unknown,none,compute_metrics,none,unknown,false,stable,found,
spend_intel_engine.tests.test_ops:test_compute_metrics_with_data,function,Tools,spend_intel_engine/tests/test_ops.py,72,122,Test metrics computation with actual data.,none,return: unknown,none,DailyScore; Driver; MockLifeEvent; compute_metrics; date; len,none,unknown,false,stable,found,
spend_intel_engine.tests.test_ops:test_compute_metrics_fallback_rate,function,Tools,spend_intel_engine/tests/test_ops.py,125,136,Test fallback rate calculation.,none,return: unknown,none,MockLifeEvent; compute_metrics,none,unknown,false,stable,found,
spend_intel_engine.tests.test_ops:test_compute_metrics_top_drivers,function,Tools,spend_intel_engine/tests/test_ops.py,139,176,Test top driver frequency tracking.,none,return: unknown; side_effects: network,none,DailyScore; Driver; compute_metrics; date; metrics.top_driver_frequencies.get,network,non-idempotent,false,stable,found,
spend_intel_engine.tests.test_purchase_type:test_purchase_type_enum,function,Tools,spend_intel_engine/tests/test_purchase_type.py,17,21,Test purchase type enum values.,none,return: unknown,none,none,none,unknown,false,stable,found,
spend_intel_engine.tests.test_purchase_type:test_base_amplitude_constants,function,Tools,spend_intel_engine/tests/test_purchase_type.py,24,28,Test BASE_AMPLITUDE constants.,none,return: unknown,none,none,none,unknown,false,stable,found,
spend_intel_engine.tests.test_purchase_type:test_risk_multiplier_constants,function,Tools,spend_intel_engine/tests/test_purchase_type.py,31,35,Test RISK_MULTIPLIER constants.,none,return: unknown,none,none,none,unknown,false,stable,found,
spend_intel_engine.tests.test_purchase_type:test_get_purchase_advice,function,Tools,spend_intel_engine/tests/test_purchase_type.py,38,43,Test purchase-specific advice generation.,none,return: unknown,none,_get_purchase_advice,none,unknown,false,stable,found,
spend_intel_engine.tests.test_purchase_type:test_has_outer_planet_hard_aspect,function,Tools,spend_intel_engine/tests/test_purchase_type.py,46,52,Test outer planet hard aspect detection.,none,return: unknown,none,_has_outer_planet_hard_aspect,none,unknown,false,stable,found,
spend_intel_engine.tests.test_purchase_type:MockLifeEvent.__init__,method,Tools,spend_intel_engine/tests/test_purchase_type.py,56,63,Implements `MockLifeEvent.__init__`.,aspect:Any (required); start:Any (required); end:Any (required); exact:Any (required); nature:Any='Positive' (optional); event_type:Any='MAJOR' (optional),return: unknown,none,end.isoformat; exact.isoformat; start.isoformat,none,unknown,false,stable,found,
spend_intel_engine.tests.test_purchase_type:test_purchase_type_affects_scoring,function,Tools,spend_intel_engine/tests/test_purchase_type.py,66,100,Test that purchase_type affects daily scores.,none,return: unknown,none,MockLifeEvent; RuleMaps; ShoppingCfg; SpendProfile; date; score_daily_shopping; timedelta,none,unknown,false,stable,found,
spend_intel_engine.tests.test_purchase_type:test_impulsive_luxury_guardrail,function,Tools,spend_intel_engine/tests/test_purchase_type.py,103,132,Test that Impulsive profile gets penalty for luxury purchases.,none,return: unknown,none,RuleMaps; ShoppingCfg; SpendProfile; date; len; score_daily_shopping,none,unknown,false,stable,found,
spend_intel_engine.tests.test_purchase_type:test_thrifty_essentials_boost,function,Tools,spend_intel_engine/tests/test_purchase_type.py,135,163,Test that Ultra Thrifty profile gets boost for essentials.,none,return: unknown,none,RuleMaps; ShoppingCfg; SpendProfile; date; len; score_daily_shopping,none,unknown,false,stable,found,
spend_intel_engine.tests.test_purchase_type:test_metrics_data_returned,function,Tools,spend_intel_engine/tests/test_purchase_type.py,166,196,Test that metrics_data is returned from score_daily_shopping.,none,return: unknown,none,RuleMaps; ShoppingCfg; SpendProfile; date; score_daily_shopping,none,unknown,false,stable,found,
spend_intel_engine.tests.test_shopping_insights_csv_exporter:_read_csv_rows,function,Tools,spend_intel_engine/tests/test_shopping_insights_csv_exporter.py,18,20,Implements `_read_csv_rows`.,path:Path (required),"return: list[dict[str, str]]; side_effects: filesystem",none,csv.DictReader; list; path.open,filesystem,non-idempotent,false,stable,found,
spend_intel_engine.tests.test_shopping_insights_csv_exporter:_sample_insights,function,Tools,spend_intel_engine/tests/test_shopping_insights_csv_exporter.py,23,58,Implements `_sample_insights`.,none,return: ShoppingInsights,none,DailyScore; Driver; InsightsMetrics; ShoppingInsights; SpendProfile; date,none,unknown,false,stable,found,
spend_intel_engine.tests.test_shopping_insights_csv_exporter:test_file_naming,function,Tools,spend_intel_engine/tests/test_shopping_insights_csv_exporter.py,61,67,Implements `test_file_naming`.,tmp_path:Path (required),return: None; side_effects: filesystem,none,_sample_insights; export_shopping_insights_to_csv,filesystem,non-idempotent,false,stable,found,
spend_intel_engine.tests.test_shopping_insights_csv_exporter:test_driver_padding,function,Tools,spend_intel_engine/tests/test_shopping_insights_csv_exporter.py,70,84,Implements `test_driver_padding`.,tmp_path:Path (required),return: None; side_effects: filesystem,none,_read_csv_rows; _sample_insights; export_shopping_insights_to_csv; float; len,filesystem,non-idempotent,false,stable,found,
spend_intel_engine.tests.test_shopping_insights_csv_exporter:test_date_formatting_and_score_clamp,function,Tools,spend_intel_engine/tests/test_shopping_insights_csv_exporter.py,87,96,Implements `test_date_formatting_and_score_clamp`.,tmp_path:Path (required),return: None; side_effects: filesystem,none,_read_csv_rows; _sample_insights; export_shopping_insights_to_csv,filesystem,non-idempotent,false,stable,found,
spend_intel_engine.tests.test_shopping_insights_csv_exporter:test_metrics_json_serialization,function,Tools,spend_intel_engine/tests/test_shopping_insights_csv_exporter.py,99,108,Implements `test_metrics_json_serialization`.,tmp_path:Path (required),return: None; side_effects: filesystem,none,_read_csv_rows; _sample_insights; export_shopping_insights_to_csv; json.loads; len,filesystem,non-idempotent,false,stable,found,
spend_intel_engine.tests.test_spend_profile_scoring:test_score_clamping_and_category_mapping_high_risk,function,Tools,spend_intel_engine/tests/test_spend_profile_scoring.py,6,41,Implements `test_score_clamping_and_category_mapping_high_risk`.,none,return: unknown,none,RuleMaps; SampleAspect; ShoppingCfg; sample_natal_chart; score_spend_profile,none,unknown,false,stable,found,
spend_intel_engine.tests.test_spend_profile_scoring:test_score_clamping_low_end,function,Tools,spend_intel_engine/tests/test_spend_profile_scoring.py,44,70,Implements `test_score_clamping_low_end`.,none,return: unknown,none,RuleMaps; SampleAspect; ShoppingCfg; sample_natal_chart; score_spend_profile,none,unknown,false,stable,found,
spend_intel_engine.tests.test_vectorized_equivalence:SampleLifeEvent.__init__,method,Tools,spend_intel_engine/tests/test_vectorized_equivalence.py,15,31,Implements `SampleLifeEvent.__init__`.,aspect:str (required); aspectNature:str (required); startDate:str (required); endDate:str (required); exactDate:str (required); eventType:str (required); description:str (required),return: None,none,none,none,unknown,false,needs refactor,found,Refactor: excessive parameters
spend_intel_engine.tests.test_vectorized_equivalence:_legacy_daily_scores,function,Tools,spend_intel_engine/tests/test_vectorized_equivalence.py,34,75,Implements `_legacy_daily_scores`.,life_events:List[Any] (required); start_date:date (required); n_days:int (required); rule_maps:RuleMaps (required); cfg:ShoppingCfg (required),return: List[int]; side_effects: network,none,"cfg.aspect_type_weights.get; cfg.event_type_weights.get; daterange_inclusive; direct.split; getattr; max; min; normalize_aspect_code; out.append; parse_iso_date; proximity_factor; start_date.fromordinal; start_date.toordinal; str; str(getattr(event, 'aspectNature', 'Negative')).lower; str(getattr(event, 'eventType', 'MINOR')).upper; symmetric_keys; to_int_score",network,non-idempotent,false,stable,found,
spend_intel_engine.tests.test_vectorized_equivalence:test_vectorized_scoring_matches_legacy_baseline,function,Tools,spend_intel_engine/tests/test_vectorized_equivalence.py,78,114,Implements `test_vectorized_scoring_matches_legacy_baseline`.,none,return: None,none,RuleMaps; SampleLifeEvent; ShoppingCfg; SpendProfile; _legacy_daily_scores; date; score_daily_shopping,none,unknown,false,stable,found,
spend_intel_engine.utils.aspect_normalizer:_canon_planet,function,Utils,spend_intel_engine/utils/aspect_normalizer.py,52,53,Implements `_canon_planet`.,token:str (required),return: Optional[str]; side_effects: network,none,PLANET_ALIASES.get; token.upper,network,non-idempotent,false,risky,not found,Risk: possible hardcoded secret/token
spend_intel_engine.utils.aspect_normalizer:_canon_aspect,function,Utils,spend_intel_engine/utils/aspect_normalizer.py,56,57,Implements `_canon_aspect`.,token:str (required),return: Optional[str]; side_effects: network,none,ASPECT_ALIASES.get; token.upper,network,non-idempotent,false,risky,not found,Risk: possible hardcoded secret/token
spend_intel_engine.utils.aspect_normalizer:normalize_aspect_code,function,Utils,spend_intel_engine/utils/aspect_normalizer.py,60,73,Implements `normalize_aspect_code`.,raw:str (required),return: Optional[str],none,TOKEN_SPLIT.split; _canon_aspect; _canon_planet; len; raw.strip,none,unknown,false,risky,found,Risk: possible hardcoded secret/token
spend_intel_engine.utils.aspect_normalizer:symmetric_keys,function,Utils,spend_intel_engine/utils/aspect_normalizer.py,76,81,Implements `symmetric_keys`.,aspect_key:str (required),"return: Tuple[str, str]",none,normalize_aspect_code; normalized.split,none,unknown,false,stable,found,
spend_intel_engine.utils.cache:compute_chart_hash,function,Utils,spend_intel_engine/utils/cache.py,9,18,Compute deterministic hash of birth chart parameters.,dob:str (required); tob:str (required); place:str (required); latitude:float (required); longitude:float (required),return: str,none,hashlib.sha256; hashlib.sha256(key.encode('utf-8')).hexdigest; key.encode,none,unknown,false,stable,found,
spend_intel_engine.utils.cache:cached_natal_structure_features,function,Utils,spend_intel_engine/utils/cache.py,22,38,Cache natal structure feature computation.,chart_hash:str (required); ruleset_version:str (required); feature_data:str (required),"return: Dict[str, float]",none,json.loads; lru_cache,none,unknown,false,stable,not found,
spend_intel_engine.utils.cache:compute_user_hash,function,Utils,spend_intel_engine/utils/cache.py,41,44,Compute anonymized user hash for logging (without PII).,dob:str (required); tob:str (required); place:str (required),return: str,none,hashlib.sha256; hashlib.sha256(key.encode('utf-8')).hexdigest; key.encode,none,unknown,false,stable,found,
spend_intel_engine.utils.dates:parse_iso_date,function,Utils,spend_intel_engine/utils/dates.py,9,10,Implements `parse_iso_date`.,value:str (required),return: date,none,date.fromisoformat,none,unknown,false,stable,found,
spend_intel_engine.utils.dates:daterange_inclusive,function,Utils,spend_intel_engine/utils/dates.py,13,17,Implements `daterange_inclusive`.,start:date (required); end:date (required),return: Iterator[date],none,timedelta,none,unknown,false,stable,found,
spend_intel_engine.utils.dates:proximity_factor,function,Utils,spend_intel_engine/utils/dates.py,20,23,Implements `proximity_factor`.,current:date (required); exact:date (required); span_len:int (required),return: float,none,abs; clamp; max; min,none,unknown,false,stable,found,
spend_intel_engine.utils.numbers:clamp,function,Utils,spend_intel_engine/utils/numbers.py,4,5,Implements `clamp`.,value:float (required); low:float (required); high:float (required),return: float,none,max; min,none,unknown,false,stable,not found,
spend_intel_engine.utils.numbers:to_int_score,function,Utils,spend_intel_engine/utils/numbers.py,8,9,Implements `to_int_score`.,value:float (required); low:int=0 (optional); high:int=100 (optional),return: int,none,clamp; int; round,none,unknown,false,stable,found,
tests.test_api_smoke:test_natal_characteristics_smoke,function,API,tests/test_api_smoke.py,9,30,Implements `test_natal_characteristics_smoke`.,none,return: unknown; side_effects: network,none,client.post; r.json,network,non-idempotent,false,risky,found,Risk: possible hardcoded secret/token
tests.test_ayanamsha:TestAyanamsha.test_sidereal_vs_tropical,method,Tools,tests/test_ayanamsha.py,15,32,Implements `TestAyanamsha.test_sidereal_vs_tropical`.,none,return: unknown,none,abs; ac._planet_longitudes_utc; ac.set_ayanamsha; dt.datetime; self.assertGreater; self.assertLess,none,unknown,false,stable,found,
tests.test_ayanamsha:TestAyanamsha.test_user_custom_offset,method,Tools,tests/test_ayanamsha.py,34,58,Implements `TestAyanamsha.test_user_custom_offset`.,none,return: unknown,none,abs; ac._planet_longitudes_utc; ac.set_ayanamsha; dt.datetime; self.assertGreater; self.assertGreaterEqual,none,unknown,false,stable,found,
tests.test_upcoming_event_calendar:test_upcoming_event_expands_time_period_into_daily_entries,function,Tools,tests/test_upcoming_event_calendar.py,7,47,Implements `test_upcoming_event_expands_time_period_into_daily_entries`.,none,return: unknown,none,LifeEvent; dt.date; upcoming_event,none,unknown,false,stable,found,
tests.test_upcoming_event_calendar:test_upcoming_event_respects_to_date_clip,function,Tools,tests/test_upcoming_event_calendar.py,50,65,Implements `test_upcoming_event_respects_to_date_clip`.,none,return: unknown,none,LifeEvent; dt.date; upcoming_event,none,unknown,false,stable,found,
tests.test_upcoming_events_schema:test_upcoming_events_calendar_out_model_accepts_upcoming_event_output,function,Schemas,tests/test_upcoming_events_schema.py,7,25,Implements `test_upcoming_events_calendar_out_model_accepts_upcoming_event_output`.,none,return: unknown,none,LifeEvent; UpcomingEventsCalendarOut; dt.date; len; upcoming_event,none,unknown,false,stable,found,
tools.rename_sex_to_sxt:find_root,function,Tools,tools/rename_sex_to_sxt.py,28,33,Implements `find_root`.,default_depth_up:int=2 (optional),return: str,none,os.path.abspath; os.path.dirname; range,none,unknown,false,stable,not found,
tools.rename_sex_to_sxt:rewrite_aspect_file,function,Tools,tools/rename_sex_to_sxt.py,36,66,"Return (changed, message). Updates id inside JSON and writes to new_path.",old_path:str (required); new_path:str (required); dry_run:bool (required); verbose:bool (required),"return: Tuple[bool, str]; side_effects: db, filesystem, logging, network",none,data.get; data['id'].replace; f.read; f.write; isinstance; json.dump; json.load; open; os.makedirs; os.path.dirname; print,"db, filesystem, logging, network",non-idempotent,false,risky,not found,Risk: broad exception catch
tools.rename_sex_to_sxt:update_index_json,function,Tools,tools/rename_sex_to_sxt.py,69,104,Implements `update_index_json`.,index_path:str (required); dry_run:bool (required); verbose:bool (required),"return: int; side_effects: db, filesystem, logging, network",none,idx.get; isinstance; it.get; it['id'].replace; it['path'].replace; json.dump; json.load; open; os.path.exists; os.remove; os.replace; print,"db, filesystem, logging, network",non-idempotent,false,risky,not found,Risk: broad exception catch; silent exception handling
tools.rename_sex_to_sxt:main,function,Tools,tools/rename_sex_to_sxt.py,107,157,Implements `main`.,none,"return: unknown; side_effects: db, logging",none,argparse.ArgumentParser; find_root; name.endswith; name.replace; os.listdir; os.path.abspath; os.path.isdir; os.path.isfile; os.path.join; os.remove; parser.add_argument; parser.parse_args; print; rewrite_aspect_file; sys.exit; update_index_json,"db, logging",non-idempotent,false,risky,found,Risk: broad exception catch
utils.copy_to_s3:upload_file_to_s3,function,Utils,utils/copy_to_s3.py,24,65,Inputs:,file_path:str (required); target:S3Target (required); content_type:Optional[str]=None (optional); kms_key_id:Optional[str]=None (optional); sse:Optional[str]='AES256' (optional),"return: None; side_effects: network, s3","FileNotFoundError(f'Report file not found: {file_path}'); RuntimeError('AWS credentials not found. Configure one of: (1) AWS_ACCESS_KEY_ID + AWS_SECRET_ACCESS_KEY (+ AWS_SESSION_TOKEN if needed), (2) AWS_PROFILE, or (3) IAM role attached to runtime.'); RuntimeError(f'S3 upload failed: s3://{target.bucket}/{target.key}')",FileNotFoundError; RuntimeError; boto3.client; os.path.isfile; s3.upload_file,"network, s3",non-idempotent,false,risky,not found,Risk: possible hardcoded secret/token
